arxiv_id,passA_decision,passA_reason,passA_justification,passB_decision,passB_reason,passB_justification,agreement,final_decision,final_reason,adjudicated,adjudication_rationale
2510.20844,include,IC1,Multi-agent system autonomously performing literature-grounded research ideation with an agentic pipeline.,include,IC1,"Multi-agent system that curates literature, generates and reviews research ideas.",agree,include,IC1,0,
2510.21603,exclude,EC1,"Multimodal document retrieval and QA deep-research system, essentially RAG over documents rather than scientific research.",exclude,EC1,"Multimodal document QA/retrieval system, an agent application rather than machine science.",agree,exclude,EC1,0,
2510.21652,include,IC2,Benchmark suite specifically for evaluating AI agents on scientific research tasks.,include,IC2,Benchmark suite rigorously evaluating agents across the scientific research process.,agree,include,IC2,0,
2510.21935,exclude,EC2,"Statistical novelty-detection ML pipeline used as an instrument, not an agentic research system.",exclude,EC2,"Statistical novelty-detection pipeline for scientific data, a method/tool not an autonomous research agent.",agree,exclude,EC2,0,
2510.22312,borderline,NA,"LLM hypothesis generation for materials discovery, but unclear whether an agentic research loop exists beyond prompting.",borderline,NA,LLM analogical prompting generates materials hypotheses but lacks an autonomous research loop.,needs_adjudication,,,0,
2510.22576,exclude,EC3,Research-integrity note on human fraudulent publishing with no autonomous AI research system as subject.,exclude,EC5,"Publishing-fraud policy note about paper mills, not about AI-conducted research.",agree,exclude,EC3,0,
2510.23045,include,IC3,Systematic survey of AI scientist systems across the autonomous research workflow.,include,IC3,Survey systematizing AI scientist systems across the end-to-end scientific workflow.,agree,include,IC3,0,
2510.24397,exclude,EC1,"General benchmark of base-LLM agentic potential (planning, coding), not specific to research systems.",exclude,EC1,"Benchmark of general agentic potential in base LLMs, not AI-conducted research.",agree,exclude,EC1,0,
2510.24594,exclude,EC3,Detection of AI-generated survey responses by humans; no autonomous research system as subject.,exclude,EC5,"Detecting AI-generated survey responses by crowdworkers, not AI conducting research.",agree,exclude,EC3,0,
2510.24694,exclude,EC1,"RL training method for generic search/QA agents, not aimed at performing research.",exclude,EC1,RL training method for search agents on QA tasks.,agree,exclude,EC1,0,
2510.24701,borderline,NA,"Agentic deep-research LLM, but evaluated on general information-seeking QA rather than scientific research tasks.",exclude,EC1,Information-seeking agentic LLM for general deep search benchmarks.,needs_adjudication,,,0,
2510.24760,borderline,NA,Enterprise deep-research multi-agent framework; unclear whether it addresses the scientific research lifecycle.,exclude,EC1,Enterprise multi-agent deep research and report generation application.,needs_adjudication,,,0,
2510.24891,include,IC2,Benchmark evaluating LLM capability for research planning toward autonomous research agents.,include,IC2,Benchmark measuring LLM research-planning capability for autonomous research agents.,agree,include,IC2,0,
2510.26144,include,IC1,Autonomous multi-agent research framework performing experiment execution and discovery via evolutionary search.,include,IC1,Autonomous multi-agent research framework performing evolutionary discovery across scientific domains.,agree,include,IC1,0,
2510.26354,exclude,EC1,"Discourse relation classification NLP study, not an autonomous research system.",exclude,EC2,"Discourse relation classification NLP task on scientific text, a tool model rather than machine-conducted science.",agree,exclude,EC1,0,
2510.26887,include,IC1,"Multi-agent system autonomously performing ideation, experimentation, and paper drafting end-to-end.",include,IC1,"Multi-agent system that ideates, plans, codes, analyzes, and writes scientific papers.",agree,include,IC1,0,
2510.27598,include,IC2,Benchmark and environment (InnovatorBench/ResearchGym) for evaluating agents conducting end-to-end LLM research.,include,IC2,Benchmark and environment evaluating agents conducting end-to-end LLM research.,agree,include,IC2,0,
2510.27630,borderline,NA,"Training/data-collection framework for long-horizon agents evaluated on LLM-research tasks; primary subject is agent training, not the research system itself.",borderline,NA,"General agent training/data-collection framework, but targeted and evaluated on autonomous LLM-research tasks.",needs_adjudication,,,0,
2511.00092,exclude,EC1,"Multiple-choice domain-knowledge benchmark for LLMs, not for autonomous research systems.",exclude,EC5,"Domain-knowledge QA benchmark for quantum science, not about AI conducting research.",agree,exclude,EC1,0,
2511.00206,exclude,EC2,Position on LMs as tools for cognitive science; no autonomous agentic research system as subject.,include,IC3,Position piece on language models as instruments for conducting and integrating cognitive science research.,needs_adjudication,,,0,
2511.01615,exclude,EC1,Study of LLM handling of linguistic errors; not an autonomous research system.,exclude,EC2,"Linguistics study probing LLM handling of Spanish errors, not AI-conducted research.",agree,exclude,EC1,0,
2511.02071,include,IC1,"Agentic AI system (APEX) that plans, monitors, and analyzes physical experiments in a co-embodied research loop.",include,IC1,"Agentic AI system that plans, monitors, and corrects physical scientific experimentation and protocol development.",agree,include,IC1,0,
2511.02208,exclude,EC1,"Generic agent training for proactivity/personalization on SWE and deep-research tasks, not aimed at scientific research automation.",exclude,EC1,"General user-interaction RL training for coding/assistant agents, not machines doing science.",agree,exclude,EC1,0,
2511.02238,include,IC1,LLM agent framework with iterative explore-expand-evolve loop autonomously generating research ideas.,include,IC1,LLM agent framework that iteratively generates and refines novel research ideas over a concept network.,agree,include,IC1,0,
2511.02824,include,IC1,"Kosmos is an autonomous AI scientist performing iterative data analysis, literature search, and hypothesis generation.",include,IC1,"Kosmos is an autonomous AI scientist looping literature search, analysis, hypothesis generation, and report writing.",agree,include,IC1,0,
2511.04583,include,IC1,"Autonomous AI scientist system performing hypothesis, experimentation, and paper writing, with risk analysis.",include,IC1,"Autonomous AI scientist system that hypothesizes, experiments, and writes papers, with risk analysis.",agree,include,IC1,0,
2511.04921,borderline,NA,"Automates experiment-design resource retrieval for AI research, but is largely a retrieval/reranking recommender rather than an agentic research loop.",include,IC1,Agentic system automating AI experiment design via baseline and dataset retrieval.,needs_adjudication,,,0,
2511.05498,include,IC1,Hypothesis-generation system with iterative feedback loop refining evidence-grounded explanations (ideation stage).,include,IC1,Biomedical hypothesis generation system with retrieval and iterative self-correcting explanation loop.,agree,include,IC1,0,
2511.05524,include,IC3,Governance framework ensuring auditability and eliminating false claims in autonomous research agents.,include,IC3,Governance framework eliminating false claims by autonomous research agents.,agree,include,IC3,0,
2511.06309,include,IC1,"Open-world multi-agent environment where agents autonomously read, hypothesize, experiment, and publish.",include,IC1,"Open-world multi-agent environment where agents read, hypothesize, experiment, and publish autonomously.",agree,include,IC1,0,
2511.06701,include,IC3,Architecture enforcing statistical rigor and integrity in AI-Scientist discovery systems.,include,IC3,Architecture enforcing statistical rigor and FDR control on AI-scientist discovery pipelines.,agree,include,IC3,0,
2511.07262,include,IC1,"Multi-agent system autonomously proposing, critiquing, and refining SciML methods via iterative evolution.",include,IC1,"Multi-agent system that proposes, critiques, and evolves novel SciML methods autonomously.",agree,include,IC1,0,
2511.07327,borderline,NA,"Deep-research agent paradigm evaluated mainly on general info-seeking benchmarks (GAIA, BrowseComp), unclear if scientific research lifecycle is the subject.",exclude,EC1,"Long-horizon web information-seeking agent evaluated on GAIA/BrowseComp, an ordinary agent application.",needs_adjudication,,,0,
