arxiv_id,final_decision,final_reason,rule_applied,justification,layer1_A,layer1_B,layer1_agreement,reverses_unanimous_include
2510.17826,exclude,EC6_ASSISTIVE,BR1,Interactive dialogue tool where the human poses questions and makes the research judgments about proteins.,include,include,agree,1
2510.17853,include,IC3,BR5,"Verification/auditing framework for the citation faithfulness of AI-generated scientific writing, not an AI-authorship detector.",include,include,agree,0
2510.18003,include,IC3,BR5,Integrity study of fabrication-oriented AI paper-generation agents deceiving LLM peer-review pipelines.,include,include,agree,0
2510.18104,include,IC3,none,Position paper proposing autonomous research labs for RecSys with benchmarks and governance agenda.,include,include,agree,0
2510.18939,exclude,EC9_GENERIC_DEEPRESEARCH,BR7,"General long-horizon web-search agent framework evaluated on BrowseComp/HLE, not scientific research work.",exclude,exclude,agree,0
2510.20221,exclude,EC2,none,Causal discovery method with LLM/KG used as instruments; no autonomous research decision loop as subject.,exclude,exclude,agree,0
2510.20809,include,IC1,BR3,Pipeline autonomously synthesizes scientific literature to identify trends and research directions.,include,include,agree,0
2510.20844,include,IC1,BR2,Multi-agent system autonomously generates and selects literature-grounded scientific research ideas.,include,include,agree,0
2510.21603,exclude,EC9_GENERIC_DEEPRESEARCH,BR7,"Multimodal document QA/retrieval deep-research system and benchmark, not centered on scientific research work.",exclude,exclude,agree,0
2510.21652,include,IC2,none,Benchmark suite specifically for evaluating AI agents on scientific research tasks.,include,include,agree,0
2510.21935,exclude,EC2,BR4,Statistical novelty-detection pipeline used as an instrument; no closed experimental decision loop.,exclude,exclude,agree,0
2510.22312,include,IC1,BR2,LLM generation of scientific hypotheses (novel battery materials) in a real domain is in scope even without a full agent loop.,borderline,borderline,needs_adjudication,0
2510.22576,exclude,EC7_HUMAN_AI_USE,BR5,Policy note on human fraudulent publishing and paper mills; no AI research system as subject.,exclude,exclude,agree,0
2510.23045,include,IC3,none,Survey systematizing AI scientist systems across the end-to-end autonomous research workflow.,include,include,agree,0
2510.24397,exclude,EC1,none,"General benchmark of base-LLM agentic potential (planning, coding), not specific to research-performing systems.",exclude,exclude,agree,0
2510.24594,exclude,EC7_HUMAN_AI_USE,BR5,"Detection of human GenAI misuse in survey responses; detector work, no autonomous research system.",exclude,exclude,agree,0
2510.24694,exclude,EC9_GENERIC_DEEPRESEARCH,BR7,RL training method for generic search/QA agents evaluated on general deep-research benchmarks.,exclude,exclude,agree,0
2510.24701,exclude,EC9_GENERIC_DEEPRESEARCH,BR7,"General information-seeking deep-research agent evaluated on BrowseComp-style benchmarks, not scientific research work.",borderline,exclude,needs_adjudication,0
2510.24760,exclude,EC9_GENERIC_DEEPRESEARCH,BR7,"Enterprise multi-agent deep-research and report generation, not scientific/academic research work.",borderline,exclude,needs_adjudication,0
2510.24891,include,IC2,none,Benchmark evaluating LLM research-planning capability explicitly for autonomous research agents.,include,include,agree,0
2510.26144,include,IC1,BR6,"Autonomous multi-agent framework framed as a research agent producing new results, including novel mathematical findings.",include,include,agree,0
2510.26354,exclude,EC1,none,Discourse relation classification NLP study on scientific text; no autonomous research system as subject.,exclude,exclude,agree,0
2510.26887,include,IC1,none,"Multi-agent system autonomously performing ideation, planning, code execution, analysis, and paper writing end-to-end.",include,include,agree,0
2510.27598,include,IC2,none,Benchmark and environment for evaluating agents conducting end-to-end LLM research.,include,include,agree,0
2510.27630,exclude,EC1,BR1,Contribution is a generic human-in-the-loop agent training/data-collection framework; research tasks are only the evaluation domain and humans steer trajectories.,borderline,borderline,needs_adjudication,0
2511.00092,exclude,EC1,none,"Multiple-choice domain-knowledge benchmark for LLMs, not an evaluation of autonomous research systems.",exclude,exclude,agree,0
2511.00206,exclude,EC6_ASSISTIVE,BR1,Position on LMs as judicious tools complementing human cognitive scientists who retain agency; no autonomous research system as subject.,exclude,include,needs_adjudication,0
2511.01615,exclude,EC1,BR2,"Study probing LLM handling of linguistic errors as a model-property investigation, not an AI performing research.",exclude,exclude,agree,0
2511.02071,include,IC1,BR4,"APEX agentic AI performs the substantive planning, error-correction, and analysis in an experimental protocol-development loop, with humans executing.",include,include,agree,0
2511.02208,exclude,EC1,none,"Generic RL training of proactive/personalized agents for SWE and assistant tasks, not aimed at performing scientific research.",exclude,exclude,agree,0
2511.02238,include,IC1,BR2,LLM agent framework autonomously generating and iteratively refining scientific research ideas over a concept network.,include,include,agree,0
2511.02824,include,IC1,none,"Kosmos is an autonomous AI scientist looping data analysis, literature search, hypothesis generation, and report writing.",include,include,agree,0
2511.04583,include,IC1,none,"Autonomous AI scientist system that hypothesizes, experiments, and writes papers, plus a risk/integrity report.",include,include,agree,0
2511.04921,exclude,EC6_ASSISTIVE,BR1,Dataset/baseline retrieval-and-reranking recommender that assists human experiment design rather than an AI producing the research output.,borderline,include,needs_adjudication,0
2511.05498,include,IC1,BR2,Biomedical hypothesis-generation system with retrieval grounding and an iterative self-correcting explanation loop in a real scientific domain.,include,include,agree,0
2511.05524,include,IC3,BR5,Governance/verification framework eliminating false claims produced by autonomous research agents.,include,include,agree,0
2511.06309,include,IC1,none,"Open-world multi-agent environment where agents autonomously read literature, hypothesize, experiment, and publish.",include,include,agree,0
2511.06701,include,IC3,BR5,"Architecture enforcing statistical rigor and verified FDR control on AI-scientist discovery pipelines, an integrity contribution.",include,include,agree,0
2511.07262,include,IC1,none,"Multi-agent system autonomously proposing, critiquing, and evolving novel SciML methods as a discovery loop.",include,include,agree,0
2511.07327,exclude,EC9_GENERIC_DEEPRESEARCH,BR7,"Long-horizon deep-research paradigm evaluated on generic browsing/info-seeking benchmarks, not scientific research work.",borderline,exclude,needs_adjudication,0
2511.07448,include,IC3,BR2,"Survey specifically of LLM-driven scientific idea generation, an ideation stage of autonomous AI research.",include,include,agree,0
2511.07685,exclude,EC9_GENERIC_DEEPRESEARCH,BR7,"Rubric benchmark for general-purpose deep research agents on domain-diverse open-ended queries, not centered on scientific/academic research work.",include,borderline,needs_adjudication,0
2511.08522,include,IC1,none,"Autonomous research agent iteratively proposing, verifying, and optimizing new algorithms with simulated peer review.",include,include,agree,0
2511.08866,include,IC2,BR2,Benchmark and agent framework for biomedical hypothesis generation by self-evaluating LLM agents.,include,include,agree,0
2511.09325,include,IC3,none,Position paper on extending fully-automated scientific discovery pipelines with safe qualitative research capabilities.,include,include,agree,0
2511.09710,exclude,EC1,none,"Study of generic agent-agent conversational failure modes, not research-performing systems.",exclude,exclude,agree,0
2511.11558,include,IC1,BR4,LLM-driven workflow generates hypotheses and updates policies deciding subsequent autonomous PLD synthesis experiments in a closed loop.,include,include,agree,0
2511.11752,include,IC1,BR2,LLM agent autonomously generates and implements quantum physics research ideas into concrete experiment designs.,include,include,agree,0
2511.11793,exclude,EC9_GENERIC_DEEPRESEARCH,BR7,"Open research agent evaluated on generic browsing/QA benchmarks (GAIA, BrowseComp), not scientific research work.",borderline,exclude,needs_adjudication,0
2511.12529,exclude,EC7_HUMAN_AI_USE,BR5,RCT on human experts using AI writing assistance for abstracts; no autonomous research system as subject.,exclude,exclude,agree,0
2511.13288,exclude,EC9_GENERIC_DEEPRESEARCH,BR7,"Multi-agent RL training method evaluated on generic web/deep-search QA benchmarks, not scientific research.",exclude,exclude,agree,0
2511.13825,include,IC3,BR5,"Audit of hypotheses produced by an autonomous AI scientist against null models, i.e. integrity of AI-produced research.",include,include,agree,0
2511.14043,exclude,EC6_ASSISTIVE,BR1,Explicitly disclaims autonomous discovery and provides a runtime substrate for human-facing scientific assistants.,include,include,agree,1
2511.14630,exclude,EC1,BR2,"Studies LLM probability-distribution-following as a reasoning property, not scientific hypothesis generation in a domain.",borderline,borderline,needs_adjudication,0
2511.14631,include,IC1,none,VLM-guided multi-agent system performing end-to-end autonomous data-driven discovery in cosmology and astrochemistry.,include,include,agree,0
2511.14819,include,IC3,BR5,"Case study on AI-authored papers entering the scholarly record, an integrity study of AI-produced research.",include,include,agree,0
2511.15210,exclude,EC1,none,"Interpretability study of intrinsic dimension of text, unrelated to AI performing research.",exclude,exclude,agree,0
2511.15342,include,IC1,BR2,Domain-specialized agent framework generating scientific hypotheses and running causal analysis on real climate/energy data.,include,include,agree,0
2511.15593,include,IC3,none,"Empirical study of what drives success of AI research agents, with autonomous research agents as its subject.",include,include,agree,0
